datetime	0	0.5	1	1.5	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
2013-04-30 20:00:00	5.983389831	5.686	5.6815	5.792333333	5.865423729	5.714067797	5.529322034	5.696949153	5.653389831	5.598666667	5.581166667	5.613833333	5.645932203	5.583220339	5.660169492	5.535084746	5.56220339	5.605166667	5.433666667	5.284833333	5.288813559	5.077118644	4.925254237
2013-04-30 21:00:00	6.073333333	5.787457627	5.784576271	5.895932203	5.96220339	5.818813559	5.623333333	5.778166667	5.764666667	5.700847458	5.684915254	5.73559322	5.745762712	5.674745763	5.748833333	5.620666667	5.623166667	5.652372881	5.419661017	5.171355932	5.062881356	4.842333333	4.717166667
2013-04-30 22:00:00	5.973898305	5.673728814	5.683050847	5.802333333	5.871166667	5.728666667	5.550508475	5.722881356	5.696949153	5.635423729	5.625762712	5.674166667	5.703333333	5.652166667	5.74559322	5.636440678	5.681186441	5.758983051	5.628166667	5.4875	5.464833333	5.277288136	5.142542373
2013-04-30 23:00:00	5.973666667	5.631166667	5.643666667	5.758305085	5.833220339	5.690677966	5.510847458	5.702881356	5.646833333	5.591666667	5.5945	5.635423729	5.668813559	5.625084746	5.731355932	5.6335	5.692	5.800666667	5.705423729	5.62559322	5.712033898	5.604915254	5.546779661
2013-05-01 00:00:00	5.951694915	5.604237288	5.631016949	5.744237288	5.822333333	5.688333333	5.511333333	5.707833333	5.662033898	5.611864407	5.615762712	5.676949153	5.706333333	5.675833333	5.778333333	5.69220339	5.749322034	5.857457627	5.756949153	5.695762712	5.792833333	5.6965	5.652333333
2013-05-01 01:00:00	5.914576271	5.587333333	5.5885	5.710666667	5.791186441	5.652542373	5.485423729	5.68220339	5.630677966	5.5885	5.590833333	5.634166667	5.682542373	5.633389831	5.754576271	5.643728814	5.728135593	5.841	5.743333333	5.681333333	5.792372881	5.717457627	5.672068966
2013-05-01 02:00:00	5.885	5.581864407	5.571864407	5.682542373	5.757966102	5.631525424	5.457333333	5.6455	5.5975	5.561355932	5.550169492	5.6	5.641694915	5.604745763	5.715166667	5.620166667	5.695333333	5.800677966	5.713220339	5.655254237	5.763050847	5.683666667	5.651333333
2013-05-01 03:00:00	5.978813559	5.714237288	5.710508475	5.83	5.906666667	5.763333333	5.586610169	5.759661017	5.718305085	5.671694915	5.65779661	5.714166667	5.710166667	5.657166667	5.754915254	5.659491525	5.718135593	5.833728814	5.734666667	5.670333333	5.779666667	5.690338983	5.652372881
2013-05-01 04:00:00	6.3235	6.047166667	6.0555	6.19	6.238983051	6.088305085	5.894915254	6.051186441	6.0205	5.9435	5.897166667	5.922711864	5.866610169	5.78440678	5.859491525	5.734666667	5.775166667	5.870666667	5.757118644	5.686779661	5.778474576	5.682881356	5.648644068
2013-05-01 05:00:00	6.482711864	6.180847458	6.182881356	6.343728814	6.3745	6.22	6.024833333	6.168666667	6.104745763	6.021525424	5.993728814	5.993050847	5.967833333	5.896166667	5.935666667	5.78559322	5.817627119	5.908983051	5.793559322	5.708644068	5.804333333	5.6925	5.650833333
2013-05-01 06:00:00	6.536271186	6.2285	6.23	6.424333333	6.440338983	6.279830508	6.099322034	6.26559322	6.217068966	6.138833333	6.095166667	6.06	6.085932203	6.005254237	6.046779661	5.872033898	5.894915254	5.986	5.863833333	5.733833333	5.793050847	5.684745763	5.64779661
2013-05-01 07:00:00	6.515666667	6.329322034	6.331694915	6.469661017	6.506949153	6.347966102	6.158833333	6.320666667	6.2875	6.221864407	6.187627119	6.105254237	6.181186441	6.108644068	6.165333333	6.001	5.996333333	6.064576271	5.959491525	5.833559322	5.861186441	5.725833333	5.658333333
